participant,smart_device,smart_speaker_interest,smart_motion_detector_interest,smart_smoke_detector_interest,security_privacy_attribute,most_protective_value,least_protective_value,mostProtective_leastProtective_pair,willingness_to_purchase,willingness_to_purchase_coded,Reason for increase in willingness to purchase,Reason for decrease in willingness to purchase,risk_perception,risk_perception_coded,Reason for increase in risk perception,Reason for decrease in risk perception,minimum_willingness_to_pay,maximum_willingness_to_pay,order_scenario,correct_definition_number,Age,Gender,Income,Education,Background in Technology
19,speaker,Very interested,Moderately interested,Very interested,security update,update_manual,update_none,manual_none,slightly increases,4,i like control of when my equipment updates due to metered cnnections,,slightly increases,4,opens up to outside sources getting into product,,25,25,5,2,44,Man,"$50,000 to $59,999",Some college but no degree,No
19,speaker,Very interested,Moderately interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,It will be able to keep random neighbors from connecting and playing thru it randomly.,NA,strongly decreases,1,,It would keep people that live in close vicinity from hearing what i am talking or doing in my home by randomly connecting.,25,25,1,1,44,Man,"$50,000 to $59,999",Some college but no degree,No
19,speaker,Very interested,Moderately interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,no impact,3,,,no impact,3,,,25,25,3,1,44,Man,"$50,000 to $59,999",Some college but no degree,No
19,speaker,Very interested,Moderately interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,no impact,3,,,no impact,3,,,-25,25,2,1,44,Man,"$50,000 to $59,999",Some college but no degree,No
19,speaker,Very interested,Moderately interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,slightly decreases,2,,i dont want my data shared,slightly decreases,2,,I do not want my data shared either to manufacturer or third party,0,0,4,2,44,Man,"$50,000 to $59,999",Some college but no degree,No
20,speaker,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,strongly increases,5,Not having to worry about new security threats which may be new after the software is initially created.,,slightly increases,4,Software updates can be modified or overridden to be hacked.,,10,20,1,2,36,Man,"$50,000 to $59,999",Master's degree,No
20,speaker,Very interested,Very interested,Very interested,access control,access_mfa,access_none,MFA_none,strongly increases,5,Only authorized users can access.,,strongly decreases,1,,No one without access can get into the system.,20,25,3,2,36,Man,"$50,000 to $59,999",Master's degree,No
20,speaker,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_personal,main_personal,slightly increases,4,Helps improve the product.,,slightly decreases,2,,Still has risk but not as much as marketing effects.,15,25,4,1,36,Man,"$50,000 to $59,999",Master's degree,No
20,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,slightly increases,4,Less risk of information privacy concerns.,NA,slightly decreases,2,,Less chance of hacking.,15,25,2,2,36,Man,"$50,000 to $59,999",Master's degree,No
20,speaker,Very interested,Very interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,strongly increases,5,No privacy concerns.,,strongly decreases,1,,Less risk of privacy concerns. ,15,25,5,2,36,Man,"$50,000 to $59,999",Master's degree,No
21,speaker,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,strongly increases,5,I do not trust myself to keep up with the security updates for the devices I own.,,strongly decreases,1,,"Automatic updates prevents a user from forgetting to update, meaning security holes are patched much faster.",0,5,3,1,26,Man,"$50,000 to $59,999",Bachelor's degree in college (4-year),Yes
21,speaker,Very interested,Very interested,Very interested,access control,access_mfa,access_password,MFA_password,strongly increases,5,2FA is safer than just a password.,,strongly decreases,1,,2FA is safer than just a password.,0,5,5,2,26,Man,"$50,000 to $59,999",Bachelor's degree in college (4-year),Yes
21,speaker,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,slightly increases,4,"It's better that my device knows what I want, versus someone else knowing what I want, and trying to make a quick buck off of it.",,strongly increases,5,The collection of any data will inherently increase the security risk.,,0,5,2,2,26,Man,"$50,000 to $59,999",Bachelor's degree in college (4-year),Yes
21,speaker,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,strongly increases,5,My data is much safer if nobody knows that the data is mine.,NA,strongly decreases,1,,My data is much safer if nobody knows that it is mine.,0,5,4,2,26,Man,"$50,000 to $59,999",Bachelor's degree in college (4-year),Yes
21,speaker,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,strongly decreases,1,,I'm very anti-data collection; sharing my data with literally anyone at any time whatsoever will make me refuse to use/purchase a device.,strongly increases,5,"Any sharing of any data whatsoever drastically reduces the security of that data, be it a third party, or with the manufacturer itself.",,0,0,1,2,26,Man,"$50,000 to $59,999",Bachelor's degree in college (4-year),Yes
22,speaker,Very interested,Moderately interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,Everything always needs better security to patch places hackers can get in. ,,strongly decreases,1,Constant updates would keep hackers from getting into the device. ,,25,25,4,2,31,Man,"$10,000 to $19,999",Some college but no degree,Yes
22,speaker,Very interested,Moderately interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,Setting my own password is the best way from local people accessing the device. ,NA,strongly decreases,1,,It stops people from getting into the device locally. ,25,25,5,2,31,Man,"$10,000 to $19,999",Some college but no degree,Yes
22,speaker,Very interested,Moderately interested,Very interested,purpose,purpose_main,purpose_money,main_money,slightly increases,4,"Selling my data is always a no no in my book, I should be getting some of that since it is my data. ",,slightly decreases,2,,I don't like companies that make money off of me by selling data. ,25,25,2,2,31,Man,"$10,000 to $19,999",Some college but no degree,Yes
22,speaker,Very interested,Moderately interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,slightly increases,4,Local data storage is better than cloud due to security breaches in cloud computers. ,,slightly decreases,2,No cloud servers is a bit better due to security.,,25,25,3,1,31,Man,"$10,000 to $19,999",Some college but no degree,Yes
22,speaker,Very interested,Moderately interested,Very interested,data sharing,shared_none,shared_third,none_third,strongly increases,5,"I don't like any information being leaked out, but not due to my data itself, I don't condone the selling of any information without a person having the knowledge of it or no financial gain from it. ",,strongly decreases,1,,I don't like my data being sold without my permission. ,25,25,1,2,31,Man,"$10,000 to $19,999",Some college but no degree,Yes
23,speaker,Very interested,Very interested,Moderately interested,security update,update_auto,update_none,auto_none,slightly increases,4,I would much rather their be security updates. There are always people out there trying to hack into stuff so security needs to be constantly changing.,,strongly decreases,1,I need security updates to keep my device and home safe.,,25,25,4,2,35,Woman,"$50,000 to $59,999",Some college but no degree,No
